Rank,date,fullName,nationality
10,2018-09-24,Mitchell Marsh,AUS
11,2018-09-24,Sikandar Raza,ZIM
12,2018-09-24,James Faulkner,AUS
13,2018-09-24,Ben Stokes,ENG
14,2018-09-24,Adil Rashid,ENG
15,2018-09-24,Hardik Pandya,IND
16,2018-09-24,Kevin O'Brien,IRE
17,2018-09-24,Joe Root,ENG
18,2018-09-24,Shoaib Malik,PAK
19,2018-09-24,Kane Williamson,NZ
20,2018-09-24,Kagiso Rabada,SA
1,2018-09-25,Rashid Khan,AFG
2,2018-09-25,Shakib Al Hasan,BAN
3,2018-09-25,Mohammad Nabi,AFG
4,2018-09-25,Mitchell Santner,NZ
5,2018-09-25,Mohammad Hafeez,PAK
6,2018-09-25,Moeen Ali,ENG
7,2018-09-25,Angelo Mathews,SL
8,2018-09-25,Chris Woakes,ENG
9,2018-09-25,Jason Holder,WI
10,2018-09-25,Mitchell Marsh,AUS
11,2018-09-25,Sikandar Raza,ZIM
12,2018-09-25,James Faulkner,AUS
13,2018-09-25,Ben Stokes,ENG
14,2018-09-25,Adil Rashid,ENG
15,2018-09-25,Hardik Pandya,IND
16,2018-09-25,Kevin O'Brien,IRE
17,2018-09-25,Joe Root,ENG
18,2018-09-25,Shoaib Malik,PAK
19,2018-09-25,Kane Williamson,NZ
20,2018-09-25,Kagiso Rabada,SA
1,2018-09-26,Rashid Khan,AFG
2,2018-09-26,Shakib Al Hasan,BAN
3,2018-09-26,Mohammad Nabi,AFG
4,2018-09-26,Mitchell Santner,NZ
5,2018-09-26,Mohammad Hafeez,PAK
6,2018-09-26,Moeen Ali,ENG
7,2018-09-26,Angelo Mathews,SL
8,2018-09-26,Chris Woakes,ENG
9,2018-09-26,Jason Holder,WI
10,2018-09-26,Mitchell Marsh,AUS
11,2018-09-26,Sikandar Raza,ZIM
12,2018-09-26,James Faulkner,AUS
13,2018-09-26,Ben Stokes,ENG
14,2018-09-26,Adil Rashid,ENG
15,2018-09-26,Hardik Pandya,IND
16,2018-09-26,Kevin O'Brien,IRE
17,2018-09-26,Joe Root,ENG
18,2018-09-26,Shoaib Malik,PAK
19,2018-09-26,Kane Williamson,NZ
20,2018-09-26,Kagiso Rabada,SA
1,2018-09-27,Rashid Khan,AFG
2,2018-09-27,Shakib Al Hasan,BAN
3,2018-09-27,Mohammad Nabi,AFG
4,2018-09-27,Mitchell Santner,NZ
5,2018-09-27,Mohammad Hafeez,PAK
6,2018-09-27,Moeen Ali,ENG
7,2018-09-27,Angelo Mathews,SL
8,2018-09-27,Chris Woakes,ENG
9,2018-09-27,Jason Holder,WI
10,2018-09-27,Mitchell Marsh,AUS
11,2018-09-27,Sikandar Raza,ZIM
12,2018-09-27,James Faulkner,AUS
13,2018-09-27,Ben Stokes,ENG
14,2018-09-27,Adil Rashid,ENG
15,2018-09-27,Hardik Pandya,IND
16,2018-09-27,Kevin O'Brien,IRE
17,2018-09-27,Joe Root,ENG
18,2018-09-27,Shoaib Malik,PAK
19,2018-09-27,Kane Williamson,NZ
20,2018-09-27,Kagiso Rabada,SA
1,2018-09-28,Rashid Khan,AFG
2,2018-09-28,Shakib Al Hasan,BAN
3,2018-09-28,Mohammad Nabi,AFG
4,2018-09-28,Mitchell Santner,NZ
5,2018-09-28,Mohammad Hafeez,PAK
6,2018-09-28,Moeen Ali,ENG
7,2018-09-28,Angelo Mathews,SL
8,2018-09-28,Chris Woakes,ENG
9,2018-09-28,Jason Holder,WI
10,2018-09-28,Mitchell Marsh,AUS
11,2018-09-28,Sikandar Raza,ZIM
12,2018-09-28,James Faulkner,AUS
13,2018-09-28,Ben Stokes,ENG
14,2018-09-28,Adil Rashid,ENG
15,2018-09-28,Hardik Pandya,IND
16,2018-09-28,Kevin O'Brien,IRE
17,2018-09-28,Kedar Jadhav,IND
18,2018-09-28,Joe Root,ENG
19,2018-09-28,Shoaib Malik,PAK
20,2018-09-28,Kane Williamson,NZ
1,2018-09-29,Rashid Khan,AFG
2,2018-09-29,Shakib Al Hasan,BAN
3,2018-09-29,Mohammad Nabi,AFG
4,2018-09-29,Mitchell Santner,NZ
5,2018-09-29,Mohammad Hafeez,PAK
6,2018-09-29,Moeen Ali,ENG
7,2018-09-29,Angelo Mathews,SL
8,2018-09-29,Chris Woakes,ENG
9,2018-09-29,Jason Holder,WI
10,2018-09-29,Mitchell Marsh,AUS
11,2018-09-29,Sikandar Raza,ZIM
12,2018-09-29,James Faulkner,AUS
13,2018-09-29,Ben Stokes,ENG
14,2018-09-29,Adil Rashid,ENG
15,2018-09-29,Hardik Pandya,IND
16,2018-09-29,Kevin O'Brien,IRE
17,2018-09-29,Kedar Jadhav,IND
18,2018-09-29,Joe Root,ENG
19,2018-09-29,Shoaib Malik,PAK
20,2018-09-29,Kane Williamson,NZ
1,2018-09-30,Rashid Khan,AFG
2,2018-09-30,Shakib Al Hasan,BAN
3,2018-09-30,Mohammad Nabi,AFG
4,2018-09-30,Mitchell Santner,NZ
5,2018-09-30,Mohammad Hafeez,PAK
6,2018-09-30,Moeen Ali,ENG
7,2018-09-30,Angelo Mathews,SL
8,2018-09-30,Chris Woakes,ENG
9,2018-09-30,Jason Holder,WI
10,2018-09-30,Mitchell Marsh,AUS
11,2018-09-30,Sikandar Raza,ZIM
12,2018-09-30,Ben Stokes,ENG
13,2018-09-30,Adil Rashid,ENG
14,2018-09-30,Hardik Pandya,IND
15,2018-09-30,Kevin O'Brien,IRE
16,2018-09-30,Kedar Jadhav,IND
17,2018-09-30,Joe Root,ENG
18,2018-09-30,Shoaib Malik,PAK
19,2018-09-30,Kane Williamson,NZ
20,2018-09-30,Kuldeep Yadav,IND
1,2018-10-01,Rashid Khan,AFG
2,2018-10-01,Shakib Al Hasan,BAN
3,2018-10-01,Mohammad Nabi,AFG
4,2018-10-01,Mitchell Santner,NZ
5,2018-10-01,Mohammad Hafeez,PAK
6,2018-10-01,Moeen Ali,ENG
7,2018-10-01,Angelo Mathews,SL
8,2018-10-01,Chris Woakes,ENG
9,2018-10-01,Jason Holder,WI
10,2018-10-01,Mitchell Marsh,AUS
11,2018-10-01,Sikandar Raza,ZIM
12,2018-10-01,Ben Stokes,ENG
13,2018-10-01,Adil Rashid,ENG
14,2018-10-01,Hardik Pandya,IND
15,2018-10-01,Kevin O'Brien,IRE
16,2018-10-01,Kedar Jadhav,IND
17,2018-10-01,Joe Root,ENG
18,2018-10-01,Shoaib Malik,PAK
19,2018-10-01,Kane Williamson,NZ
20,2018-10-01,Kuldeep Yadav,IND
1,2018-10-02,Rashid Khan,AFG
2,2018-10-02,Shakib Al Hasan,BAN
3,2018-10-02,Mohammad Nabi,AFG
4,2018-10-02,Mitchell Santner,NZ
5,2018-10-02,Mohammad Hafeez,PAK
6,2018-10-02,Moeen Ali,ENG
7,2018-10-02,Angelo Mathews,SL
8,2018-10-02,Chris Woakes,ENG
9,2018-10-02,Jason Holder,WI
10,2018-10-02,Mitchell Marsh,AUS
11,2018-10-02,Sikandar Raza,ZIM
12,2018-10-02,Ben Stokes,ENG
13,2018-10-02,Adil Rashid,ENG
14,2018-10-02,Hardik Pandya,IND
15,2018-10-02,Kevin O'Brien,IRE
16,2018-10-02,Kedar Jadhav,IND
17,2018-10-02,Joe Root,ENG
18,2018-10-02,Shoaib Malik,PAK
19,2018-10-02,Kane Williamson,NZ
20,2018-10-02,Kuldeep Yadav,IND
1,2018-10-03,Rashid Khan,AFG
2,2018-10-03,Shakib Al Hasan,BAN
3,2018-10-03,Mohammad Nabi,AFG
4,2018-10-03,Mitchell Santner,NZ
5,2018-10-03,Mohammad Hafeez,PAK
6,2018-10-03,Moeen Ali,ENG
7,2018-10-03,Angelo Mathews,SL
8,2018-10-03,Chris Woakes,ENG
9,2018-10-03,Jason Holder,WI
10,2018-10-03,Mitchell Marsh,AUS
11,2018-10-03,Sikandar Raza,ZIM
12,2018-10-03,Ben Stokes,ENG
13,2018-10-03,Adil Rashid,ENG
14,2018-10-03,Hardik Pandya,IND
15,2018-10-03,Kevin O'Brien,IRE
16,2018-10-03,Kedar Jadhav,IND
17,2018-10-03,Joe Root,ENG
18,2018-10-03,Shoaib Malik,PAK
19,2018-10-03,Kane Williamson,NZ
20,2018-10-03,Kuldeep Yadav,IND
1,2018-10-04,Rashid Khan,AFG
2,2018-10-04,Shakib Al Hasan,BAN
3,2018-10-04,Mohammad Nabi,AFG
4,2018-10-04,Mitchell Santner,NZ
5,2018-10-04,Mohammad Hafeez,PAK
6,2018-10-04,Moeen Ali,ENG
7,2018-10-04,Angelo Mathews,SL
8,2018-10-04,Chris Woakes,ENG
9,2018-10-04,Jason Holder,WI
10,2018-10-04,Mitchell Marsh,AUS
11,2018-10-04,Sikandar Raza,ZIM
12,2018-10-04,Ben Stokes,ENG
13,2018-10-04,Adil Rashid,ENG
14,2018-10-04,Hardik Pandya,IND
15,2018-10-04,Kevin O'Brien,IRE
16,2018-10-04,Kedar Jadhav,IND
17,2018-10-04,Joe Root,ENG
18,2018-10-04,Shoaib Malik,PAK
19,2018-10-04,Kane Williamson,NZ
20,2018-10-04,Kuldeep Yadav,IND
1,2018-10-05,Rashid Khan,AFG
2,2018-10-05,Shakib Al Hasan,BAN
3,2018-10-05,Mohammad Nabi,AFG
4,2018-10-05,Mitchell Santner,NZ
5,2018-10-05,Mohammad Hafeez,PAK
6,2018-10-05,Moeen Ali,ENG
7,2018-10-05,Angelo Mathews,SL
8,2018-10-05,Chris Woakes,ENG
9,2018-10-05,Jason Holder,WI
10,2018-10-05,Mitchell Marsh,AUS
11,2018-10-05,Sikandar Raza,ZIM
12,2018-10-05,Ben Stokes,ENG
13,2018-10-05,Adil Rashid,ENG
14,2018-10-05,Hardik Pandya,IND
15,2018-10-05,Kevin O'Brien,IRE
16,2018-10-05,Kedar Jadhav,IND
17,2018-10-05,Joe Root,ENG
18,2018-10-05,Shoaib Malik,PAK
19,2018-10-05,Kane Williamson,NZ
20,2018-10-05,Kuldeep Yadav,IND
1,2018-10-06,Rashid Khan,AFG
2,2018-10-06,Shakib Al Hasan,BAN
3,2018-10-06,Mohammad Nabi,AFG
4,2018-10-06,Mitchell Santner,NZ
5,2018-10-06,Mohammad Hafeez,PAK
6,2018-10-06,Moeen Ali,ENG
7,2018-10-06,Angelo Mathews,SL
8,2018-10-06,Chris Woakes,ENG
9,2018-10-06,Jason Holder,WI
10,2018-10-06,Mitchell Marsh,AUS
11,2018-10-06,Sikandar Raza,ZIM
12,2018-10-06,Ben Stokes,ENG
13,2018-10-06,Adil Rashid,ENG
14,2018-10-06,Hardik Pandya,IND
15,2018-10-06,Kevin O'Brien,IRE
16,2018-10-06,Kedar Jadhav,IND
17,2018-10-06,Joe Root,ENG
18,2018-10-06,Shoaib Malik,PAK
19,2018-10-06,Kane Williamson,NZ
20,2018-10-06,Kagiso Rabada,SA
1,2018-10-07,Rashid Khan,AFG
2,2018-10-07,Shakib Al Hasan,BAN
3,2018-10-07,Mohammad Nabi,AFG
4,2018-10-07,Mitchell Santner,NZ
5,2018-10-07,Mohammad Hafeez,PAK
6,2018-10-07,Moeen Ali,ENG
7,2018-10-07,Angelo Mathews,SL
8,2018-10-07,Chris Woakes,ENG
9,2018-10-07,Jason Holder,WI
10,2018-10-07,Mitchell Marsh,AUS
11,2018-10-07,Sikandar Raza,ZIM
12,2018-10-07,Ben Stokes,ENG
13,2018-10-07,Adil Rashid,ENG
14,2018-10-07,Hardik Pandya,IND
15,2018-10-07,Kevin O'Brien,IRE
16,2018-10-07,Kedar Jadhav,IND
17,2018-10-07,Joe Root,ENG
18,2018-10-07,Shoaib Malik,PAK
19,2018-10-07,Kane Williamson,NZ
20,2018-10-07,Kagiso Rabada,SA
1,2018-10-08,Rashid Khan,AFG
2,2018-10-08,Shakib Al Hasan,BAN
3,2018-10-08,Mohammad Nabi,AFG
4,2018-10-08,Mitchell Santner,NZ
5,2018-10-08,Mohammad Hafeez,PAK
6,2018-10-08,Moeen Ali,ENG
7,2018-10-08,Angelo Mathews,SL
8,2018-10-08,Chris Woakes,ENG
9,2018-10-08,Jason Holder,WI
10,2018-10-08,Mitchell Marsh,AUS
11,2018-10-08,Sikandar Raza,ZIM
12,2018-10-08,Ben Stokes,ENG
13,2018-10-08,Adil Rashid,ENG
14,2018-10-08,Hardik Pandya,IND
15,2018-10-08,Kevin O'Brien,IRE
16,2018-10-08,Kedar Jadhav,IND
17,2018-10-08,Joe Root,ENG
18,2018-10-08,Shoaib Malik,PAK
19,2018-10-08,Kane Williamson,NZ
20,2018-10-08,Kagiso Rabada,SA
1,2018-10-09,Rashid Khan,AFG
2,2018-10-09,Shakib Al Hasan,BAN
3,2018-10-09,Mohammad Nabi,AFG
4,2018-10-09,Mitchell Santner,NZ
5,2018-10-09,Mohammad Hafeez,PAK
6,2018-10-09,Moeen Ali,ENG
7,2018-10-09,Angelo Mathews,SL
8,2018-10-09,Chris Woakes,ENG
9,2018-10-09,Jason Holder,WI
10,2018-10-09,Mitchell Marsh,AUS
11,2018-10-09,Sikandar Raza,ZIM
12,2018-10-09,Ben Stokes,ENG
13,2018-10-09,Adil Rashid,ENG
14,2018-10-09,Hardik Pandya,IND
15,2018-10-09,Kevin O'Brien,IRE
16,2018-10-09,Kedar Jadhav,IND
17,2018-10-09,Joe Root,ENG
18,2018-10-09,Shoaib Malik,PAK
19,2018-10-09,Kane Williamson,NZ
20,2018-10-09,Kagiso Rabada,SA
1,2018-10-10,Rashid Khan,AFG
2,2018-10-10,Shakib Al Hasan,BAN
3,2018-10-10,Mohammad Nabi,AFG
4,2018-10-10,Mitchell Santner,NZ
5,2018-10-10,Mohammad Hafeez,PAK
6,2018-10-10,Moeen Ali,ENG
7,2018-10-10,Angelo Mathews,SL
8,2018-10-10,Chris Woakes,ENG
9,2018-10-10,Jason Holder,WI
10,2018-10-10,Mitchell Marsh,AUS
11,2018-10-10,Sikandar Raza,ZIM
12,2018-10-10,Ben Stokes,ENG
13,2018-10-10,Adil Rashid,ENG
14,2018-10-10,Hardik Pandya,IND
15,2018-10-10,Kevin O'Brien,IRE
16,2018-10-10,Kedar Jadhav,IND
17,2018-10-10,Joe Root,ENG
18,2018-10-10,Shoaib Malik,PAK
19,2018-10-10,Kane Williamson,NZ
20,2018-10-10,Kagiso Rabada,SA
1,2018-10-11,Rashid Khan,AFG
2,2018-10-11,Shakib Al Hasan,BAN
3,2018-10-11,Mohammad Nabi,AFG
4,2018-10-11,Mitchell Santner,NZ
5,2018-10-11,Mohammad Hafeez,PAK
6,2018-10-11,Moeen Ali,ENG
7,2018-10-11,Angelo Mathews,SL
8,2018-10-11,Chris Woakes,ENG
9,2018-10-11,Jason Holder,WI
10,2018-10-11,Mitchell Marsh,AUS
11,2018-10-11,Sikandar Raza,ZIM
12,2018-10-11,Ben Stokes,ENG
13,2018-10-11,Adil Rashid,ENG
14,2018-10-11,Hardik Pandya,IND
15,2018-10-11,Kevin O'Brien,IRE
16,2018-10-11,Kedar Jadhav,IND
17,2018-10-11,Joe Root,ENG
18,2018-10-11,Shoaib Malik,PAK
19,2018-10-11,Kane Williamson,NZ
20,2018-10-11,Kagiso Rabada,SA
1,2018-10-12,Rashid Khan,AFG
2,2018-10-12,Shakib Al Hasan,BAN
3,2018-10-12,Mohammad Nabi,AFG
4,2018-10-12,Mitchell Santner,NZ
5,2018-10-12,Mohammad Hafeez,PAK
6,2018-10-12,Moeen Ali,ENG
7,2018-10-12,Angelo Mathews,SL
8,2018-10-12,Chris Woakes,ENG
9,2018-10-12,Jason Holder,WI
10,2018-10-12,Mitchell Marsh,AUS
11,2018-10-12,Sikandar Raza,ZIM
12,2018-10-12,Ben Stokes,ENG
13,2018-10-12,Adil Rashid,ENG
14,2018-10-12,Hardik Pandya,IND
15,2018-10-12,Kevin O'Brien,IRE
16,2018-10-12,Kedar Jadhav,IND
17,2018-10-12,Joe Root,ENG
18,2018-10-12,Shoaib Malik,PAK
19,2018-10-12,Kane Williamson,NZ
20,2018-10-12,Kagiso Rabada,SA
1,2018-10-13,Rashid Khan,AFG
2,2018-10-13,Shakib Al Hasan,BAN
3,2018-10-13,Mohammad Nabi,AFG
4,2018-10-13,Mitchell Santner,NZ
5,2018-10-13,Mohammad Hafeez,PAK
6,2018-10-13,Moeen Ali,ENG
7,2018-10-13,Angelo Mathews,SL
8,2018-10-13,Chris Woakes,ENG
9,2018-10-13,Jason Holder,WI
10,2018-10-13,Mitchell Marsh,AUS
11,2018-10-13,Sikandar Raza,ZIM
12,2018-10-13,Adil Rashid,ENG
13,2018-10-13,Ben Stokes,ENG
14,2018-10-13,Hardik Pandya,IND
15,2018-10-13,Kevin O'Brien,IRE
16,2018-10-13,Kedar Jadhav,IND
17,2018-10-13,Joe Root,ENG
18,2018-10-13,Shoaib Malik,PAK
19,2018-10-13,Kane Williamson,NZ
20,2018-10-13,Kagiso Rabada,SA
1,2018-10-14,Rashid Khan,AFG
2,2018-10-14,Shakib Al Hasan,BAN
3,2018-10-14,Mohammad Nabi,AFG
4,2018-10-14,Mitchell Santner,NZ
5,2018-10-14,Mohammad Hafeez,PAK
6,2018-10-14,Moeen Ali,ENG
7,2018-10-14,Angelo Mathews,SL
8,2018-10-14,Chris Woakes,ENG
9,2018-10-14,Jason Holder,WI
10,2018-10-14,Mitchell Marsh,AUS
11,2018-10-14,Sikandar Raza,ZIM
12,2018-10-14,Adil Rashid,ENG
13,2018-10-14,Ben Stokes,ENG
14,2018-10-14,Hardik Pandya,IND
15,2018-10-14,Kevin O'Brien,IRE
16,2018-10-14,Kedar Jadhav,IND
17,2018-10-14,Joe Root,ENG
18,2018-10-14,Shoaib Malik,PAK
19,2018-10-14,Kane Williamson,NZ
20,2018-10-14,Kagiso Rabada,SA
1,2018-10-15,Rashid Khan,AFG
2,2018-10-15,Shakib Al Hasan,BAN
3,2018-10-15,Mohammad Nabi,AFG
4,2018-10-15,Mitchell Santner,NZ
5,2018-10-15,Mohammad Hafeez,PAK
6,2018-10-15,Moeen Ali,ENG
7,2018-10-15,Angelo Mathews,SL
8,2018-10-15,Chris Woakes,ENG
9,2018-10-15,Jason Holder,WI
10,2018-10-15,Mitchell Marsh,AUS
11,2018-10-15,Sikandar Raza,ZIM
12,2018-10-15,Adil Rashid,ENG
13,2018-10-15,Ben Stokes,ENG
14,2018-10-15,Hardik Pandya,IND
15,2018-10-15,Kevin O'Brien,IRE
16,2018-10-15,Kedar Jadhav,IND
17,2018-10-15,Joe Root,ENG
18,2018-10-15,Shoaib Malik,PAK
19,2018-10-15,Kane Williamson,NZ
20,2018-10-15,Kagiso Rabada,SA
1,2018-10-16,Rashid Khan,AFG
2,2018-10-16,Shakib Al Hasan,BAN
3,2018-10-16,Mohammad Nabi,AFG
4,2018-10-16,Mitchell Santner,NZ
5,2018-10-16,Mohammad Hafeez,PAK
6,2018-10-16,Moeen Ali,ENG
7,2018-10-16,Angelo Mathews,SL
8,2018-10-16,Chris Woakes,ENG
9,2018-10-16,Jason Holder,WI
10,2018-10-16,Mitchell Marsh,AUS
11,2018-10-16,Sikandar Raza,ZIM
12,2018-10-16,Adil Rashid,ENG
13,2018-10-16,Ben Stokes,ENG
14,2018-10-16,Hardik Pandya,IND
15,2018-10-16,Kevin O'Brien,IRE
16,2018-10-16,Kedar Jadhav,IND
17,2018-10-16,Joe Root,ENG
18,2018-10-16,Shoaib Malik,PAK
19,2018-10-16,Kane Williamson,NZ
20,2018-10-16,Kagiso Rabada,SA
1,2018-10-17,Rashid Khan,AFG
2,2018-10-17,Shakib Al Hasan,BAN
3,2018-10-17,Mohammad Nabi,AFG
4,2018-10-17,Mitchell Santner,NZ
5,2018-10-17,Mohammad Hafeez,PAK
6,2018-10-17,Moeen Ali,ENG
7,2018-10-17,Angelo Mathews,SL
8,2018-10-17,Jason Holder,WI
9,2018-10-17,Chris Woakes,ENG
10,2018-10-17,Mitchell Marsh,AUS
11,2018-10-17,Adil Rashid,ENG
12,2018-10-17,Ben Stokes,ENG
13,2018-10-17,Sikandar Raza,ZIM
14,2018-10-17,Hardik Pandya,IND
15,2018-10-17,Kevin O'Brien,IRE
16,2018-10-17,Kedar Jadhav,IND
17,2018-10-17,Shoaib Malik,PAK
18,2018-10-17,Kane Williamson,NZ
19,2018-10-17,Kagiso Rabada,SA
20,2018-10-17,Joe Root,ENG
1,2018-10-18,Rashid Khan,AFG
2,2018-10-18,Shakib Al Hasan,BAN
3,2018-10-18,Mohammad Nabi,AFG
4,2018-10-18,Mitchell Santner,NZ
5,2018-10-18,Mohammad Hafeez,PAK
6,2018-10-18,Moeen Ali,ENG
7,2018-10-18,Angelo Mathews,SL
8,2018-10-18,Jason Holder,WI
9,2018-10-18,Chris Woakes,ENG
10,2018-10-18,Mitchell Marsh,AUS
11,2018-10-18,Adil Rashid,ENG
12,2018-10-18,Ben Stokes,ENG
13,2018-10-18,Sikandar Raza,ZIM
14,2018-10-18,Hardik Pandya,IND
15,2018-10-18,Kevin O'Brien,IRE
16,2018-10-18,Kedar Jadhav,IND
17,2018-10-18,Shoaib Malik,PAK
18,2018-10-18,Kane Williamson,NZ
19,2018-10-18,Kagiso Rabada,SA
20,2018-10-18,Joe Root,ENG
1,2018-10-19,Rashid Khan,AFG
2,2018-10-19,Shakib Al Hasan,BAN
3,2018-10-19,Mohammad Nabi,AFG
4,2018-10-19,Mitchell Santner,NZ
5,2018-10-19,Mohammad Hafeez,PAK
6,2018-10-19,Moeen Ali,ENG
7,2018-10-19,Angelo Mathews,SL
8,2018-10-19,Jason Holder,WI
9,2018-10-19,Chris Woakes,ENG
10,2018-10-19,Mitchell Marsh,AUS
11,2018-10-19,Adil Rashid,ENG
12,2018-10-19,Ben Stokes,ENG
13,2018-10-19,Sikandar Raza,ZIM
14,2018-10-19,Hardik Pandya,IND
15,2018-10-19,Kevin O'Brien,IRE
16,2018-10-19,Kedar Jadhav,IND
17,2018-10-19,Shoaib Malik,PAK
18,2018-10-19,Kane Williamson,NZ
19,2018-10-19,Kagiso Rabada,SA
20,2018-10-19,Joe Root,ENG
1,2018-10-20,Rashid Khan,AFG
2,2018-10-20,Shakib Al Hasan,BAN
3,2018-10-20,Mohammad Nabi,AFG
4,2018-10-20,Mitchell Santner,NZ
5,2018-10-20,Mohammad Hafeez,PAK
6,2018-10-20,Moeen Ali,ENG
7,2018-10-20,Angelo Mathews,SL
8,2018-10-20,Jason Holder,WI
9,2018-10-20,Chris Woakes,ENG
10,2018-10-20,Mitchell Marsh,AUS
11,2018-10-20,Adil Rashid,ENG
12,2018-10-20,Sikandar Raza,ZIM
13,2018-10-20,Ben Stokes,ENG
14,2018-10-20,Hardik Pandya,IND
15,2018-10-20,Kevin O'Brien,IRE
16,2018-10-20,Kedar Jadhav,IND
17,2018-10-20,Shoaib Malik,PAK
18,2018-10-20,Kane Williamson,NZ
19,2018-10-20,Kagiso Rabada,SA
20,2018-10-20,Joe Root,ENG
1,2018-10-21,Rashid Khan,AFG
2,2018-10-21,Shakib Al Hasan,BAN
3,2018-10-21,Mohammad Nabi,AFG
4,2018-10-21,Mitchell Santner,NZ
5,2018-10-21,Mohammad Hafeez,PAK
6,2018-10-21,Moeen Ali,ENG
7,2018-10-21,Angelo Mathews,SL
8,2018-10-21,Chris Woakes,ENG
9,2018-10-21,Jason Holder,WI
10,2018-10-21,Mitchell Marsh,AUS
11,2018-10-21,Adil Rashid,ENG
12,2018-10-21,Ben Stokes,ENG
13,2018-10-21,Sikandar Raza,ZIM
14,2018-10-21,Hardik Pandya,IND
15,2018-10-21,Kevin O'Brien,IRE
16,2018-10-21,Kedar Jadhav,IND
17,2018-10-21,Shoaib Malik,PAK
18,2018-10-21,Kane Williamson,NZ
19,2018-10-21,Kagiso Rabada,SA
20,2018-10-21,Joe Root,ENG
1,2018-10-22,Rashid Khan,AFG
2,2018-10-22,Shakib Al Hasan,BAN
3,2018-10-22,Mohammad Nabi,AFG
4,2018-10-22,Mitchell Santner,NZ
5,2018-10-22,Mohammad Hafeez,PAK
6,2018-10-22,Moeen Ali,ENG
7,2018-10-22,Angelo Mathews,SL
8,2018-10-22,Chris Woakes,ENG
9,2018-10-22,Jason Holder,WI
10,2018-10-22,Mitchell Marsh,AUS
11,2018-10-22,Adil Rashid,ENG
12,2018-10-22,Ben Stokes,ENG
13,2018-10-22,Sikandar Raza,ZIM
14,2018-10-22,Hardik Pandya,IND
15,2018-10-22,Kevin O'Brien,IRE
16,2018-10-22,Kedar Jadhav,IND
17,2018-10-22,Shoaib Malik,PAK
18,2018-10-22,Kane Williamson,NZ
19,2018-10-22,Kagiso Rabada,SA
20,2018-10-22,Joe Root,ENG
1,2018-10-23,Rashid Khan,AFG
2,2018-10-23,Shakib Al Hasan,BAN
3,2018-10-23,Mohammad Nabi,AFG
4,2018-10-23,Mitchell Santner,NZ
5,2018-10-23,Mohammad Hafeez,PAK
6,2018-10-23,Moeen Ali,ENG
7,2018-10-23,Angelo Mathews,SL
8,2018-10-23,Jason Holder,WI
9,2018-10-23,Chris Woakes,ENG
10,2018-10-23,Mitchell Marsh,AUS
11,2018-10-23,Adil Rashid,ENG
12,2018-10-23,Ben Stokes,ENG
13,2018-10-23,Sikandar Raza,ZIM
14,2018-10-23,Hardik Pandya,IND
15,2018-10-23,Kevin O'Brien,IRE
16,2018-10-23,Kedar Jadhav,IND
17,2018-10-23,Shoaib Malik,PAK
18,2018-10-23,Kane Williamson,NZ
19,2018-10-23,Kagiso Rabada,SA
20,2018-10-23,Kuldeep Yadav,IND
1,2018-10-24,Rashid Khan,AFG
2,2018-10-24,Mohammad Nabi,AFG
3,2018-10-24,Shakib Al Hasan,BAN
4,2018-10-24,Mitchell Santner,NZ
5,2018-10-24,Mohammad Hafeez,PAK
6,2018-10-24,Moeen Ali,ENG
7,2018-10-24,Angelo Mathews,SL
8,2018-10-24,Chris Woakes,ENG
9,2018-10-24,Jason Holder,WI
10,2018-10-24,Mitchell Marsh,AUS
11,2018-10-24,Sikandar Raza,ZIM
12,2018-10-24,Adil Rashid,ENG
13,2018-10-24,Ben Stokes,ENG
14,2018-10-24,Hardik Pandya,IND
15,2018-10-24,Kevin O'Brien,IRE
16,2018-10-24,Kedar Jadhav,IND
17,2018-10-24,Shoaib Malik,PAK
18,2018-10-24,Kane Williamson,NZ
19,2018-10-24,Kagiso Rabada,SA
20,2018-10-24,Kuldeep Yadav,IND
1,2018-10-25,Rashid Khan,AFG
2,2018-10-25,Mohammad Nabi,AFG
3,2018-10-25,Shakib Al Hasan,BAN
4,2018-10-25,Mitchell Santner,NZ
5,2018-10-25,Mohammad Hafeez,PAK
6,2018-10-25,Moeen Ali,ENG
7,2018-10-25,Angelo Mathews,SL
8,2018-10-25,Chris Woakes,ENG
9,2018-10-25,Jason Holder,WI
10,2018-10-25,Mitchell Marsh,AUS
11,2018-10-25,Sikandar Raza,ZIM
12,2018-10-25,Adil Rashid,ENG
13,2018-10-25,Ben Stokes,ENG
14,2018-10-25,Hardik Pandya,IND
15,2018-10-25,Kevin O'Brien,IRE
16,2018-10-25,Kedar Jadhav,IND
17,2018-10-25,Shoaib Malik,PAK
18,2018-10-25,Kane Williamson,NZ
19,2018-10-25,Kagiso Rabada,SA
20,2018-10-25,Kuldeep Yadav,IND
1,2018-10-26,Rashid Khan,AFG
2,2018-10-26,Mohammad Nabi,AFG
3,2018-10-26,Shakib Al Hasan,BAN
4,2018-10-26,Mitchell Santner,NZ
5,2018-10-26,Mohammad Hafeez,PAK
6,2018-10-26,Moeen Ali,ENG
7,2018-10-26,Angelo Mathews,SL
8,2018-10-26,Chris Woakes,ENG
9,2018-10-26,Jason Holder,WI
10,2018-10-26,Mitchell Marsh,AUS
11,2018-10-26,Sikandar Raza,ZIM
12,2018-10-26,Adil Rashid,ENG
13,2018-10-26,Ben Stokes,ENG
